Company,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Country,High_Cocoa
Castronovo,2013,70.0,U.S.A.,3.25,Unknown,Venezuela,0
Castronovo,2013,72.0,U.S.A.,3.25,Trinitario,Nicaragua,1
Castronovo,2013,70.0,U.S.A.,2.75,Criollo,Peru,0
Castronovo,2013,72.0,U.S.A.,3.0,Unknown,Venezuela,1
Cello,2014,70.0,U.S.A.,2.5,Unknown,Ecuador,0
Cello,2014,70.0,U.S.A.,2.75,Unknown,Peru,0
Cello,2014,70.0,U.S.A.,2.75,Unknown,Venezuela,0
Cello,2014,70.0,U.S.A.,3.0,Unknown,Bolivia,0
Cemoi,2009,72.0,France,2.75,Unknown,Ecuador,1
Chaleur B,2014,70.0,Canada,2.75,Forastero,Uganda,0
Charm School,2016,70.0,U.S.A.,3.25,Unknown,Belize,0
Chchukululu (Tulicorp),2010,55.0,Ecuador,2.75,Forastero (Arriba),Ecuador,0
Chchukululu (Tulicorp),2008,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,1
Chequessett,2014,70.0,U.S.A.,3.5,Unknown,Costa Rica,0
Chloe Chocolat,2011,70.0,France,3.5,Unknown,Unknown,0
Chocablog,2015,70.0,U.K.,3.25,Unknown,Ecuador,0
Choco Del Sol,2014,75.0,Germany,3.0,Trinitario,Belize,1
Choco Del Sol,2014,82.0,Germany,3.25,Trinitario,Belize,1
Choco Dong,2015,70.0,South Korea,2.75,Trinitario,Vietnam,0
Choco Dong,2015,70.0,South Korea,3.5,Trinitario,Malaysia,0
Chocolarder,2015,65.0,U.K.,2.5,Criollo,Peru,0
Chocolarder,2015,65.0,U.K.,2.75,Criollo,Peru,0
Chocolarder,2015,80.0,U.K.,2.5,Unknown,Dominican Republic,1
Chocola'Te,2011,70.0,U.S.A.,3.75,Trinitario,Madagascar,0
Chocola'Te,2011,68.0,U.S.A.,3.75,Unknown,Venezuela,0
Chocolate Alchemist-Philly,2016,90.0,U.S.A.,2.5,Unknown,Peru,1
Chocolate Alchemist-Philly,2016,80.0,U.S.A.,2.5,Unknown,Unknown,1
Chocolate Con Amor,2016,70.0,U.S.A.,2.5,Unknown,Bolivia,0
Chocolate Con Amor,2016,70.0,U.S.A.,2.75,Unknown,Uganda,0
Chocolate Con Amor,2016,60.0,U.S.A.,3.0,Unknown,Dominican Republic,0
Chocolate Con Amor,2016,75.0,U.S.A.,3.0,Unknown,Dominican Republic,1
Chocolate Con Amor,2016,80.0,U.S.A.,3.0,Criollo (Ocumare),Venezuela,1
Chocolate Con Amor,2016,70.0,U.S.A.,3.25,Unknown,Ecuador,0
Chocolate Con Amor,2016,80.0,U.S.A.,2.75,Unknown,Nicaragua,1
Chocolate Conspiracy,2014,74.0,U.S.A.,2.75,Unknown,Peru,1
Chocolate Makers,2015,75.0,Amsterdam,3.25,Trinitario,Dominican Republic,1
Chocolate Makers,2015,68.0,Amsterdam,3.5,Forastero,Congo,0
Chocolate Makers,2015,80.0,Amsterdam,3.75,Criollo,Peru,1
"Chocolate Tree, The",2015,69.0,Scotland,3.75,Forastero (Nacional),Peru,0
"Chocolate Tree, The",2015,80.0,Scotland,3.75,Trinitario,Venezuela,1
"Chocolate Tree, The",2013,70.0,Scotland,3.75,Forastero (Nacional),Peru,0
"Chocolate Tree, The",2012,82.0,Scotland,2.5,Forastero (Arriba),Ecuador,1
"Chocolate Tree, The",2012,68.0,Scotland,2.75,Criollo,Peru,0
"Chocolate Tree, The",2012,72.0,Scotland,3.25,Criollo,Madagascar,1
Chocolats Privilege,2014,70.0,Canada,2.5,Criollo,Mexico,0
Chocoreko,2015,77.0,Japan,3.0,Criollo,Venezuela,1
Chocosol,2011,65.0,Canada,3.25,Unknown,Mexico,0
Chocovic,2010,71.0,Spain,3.25,Criollo,Mexico,1
Chocovic,2010,71.0,Spain,3.5,Trinitario,Madagascar,1
Chocovic,2009,60.0,Spain,3.25,Unknown,Unknown,0
Chocovic,2009,75.0,Spain,3.25,Unknown,Unknown,1
Chocovic,2008,71.0,Spain,3.5,Criollo,Venezuela,1
Chocovic,2007,71.0,Spain,2.5,Forastero (Arriba),Ecuador,1
Chocovic,2007,71.0,Spain,2.5,Trinitario,Grenada,1
Chocovic,2007,70.0,Spain,3.0,Blend,Unknown,0
Chocovivo,2015,65.0,U.S.A.,2.5,Trinitario,Mexico,0
Chocovivo,2015,75.0,U.S.A.,2.5,Trinitario,Mexico,1
Choklat,2009,80.0,Canada,2.5,Criollo,Venezuela,1
Choklat,2009,70.0,Canada,2.75,Criollo,Mexico,0
Choklat,2009,70.0,Canada,3.0,Unknown,Brazil,0
Choklat,2009,80.0,Canada,3.0,Unknown,Brazil,1
Choklat,2009,70.0,Canada,3.0,Criollo,Venezuela,0
Chokolat Elot (Girard),2013,42.0,Martinique,2.75,Unknown,Martinique,0
Choocsol,2016,75.0,Canada,3.25,Unknown,Mexico,1
Christopher Morel (Felchlin),2011,68.0,Canada,3.75,Forastero (Nacional),Peru,0
Chuao Chocolatier,2009,61.0,U.S.A.,3.0,Criollo,Venezuela,0
Chuao Chocolatier (Pralus),2010,77.0,U.S.A.,2.75,Trinitario,Venezuela,1
Claudio Corallo,2010,73.5,Sao Tome,3.75,Forastero,Sao Tome & Principe,1
Claudio Corallo,2008,80.0,Sao Tome,3.0,Forastero,Sao Tome & Principe,1
Claudio Corallo,2008,75.0,Sao Tome,4.0,Forastero,Sao Tome & Principe,1
Claudio Corallo,2008,100.0,Sao Tome,1.0,Forastero,Sao Tome & Principe,1
Cloudforest,2015,73.0,U.S.A.,3.5,Unknown,Ecuador,1
Coleman & Davis,2015,75.0,U.S.A.,3.0,Trinitario,Madagascar,1
Compania De Chocolate (Salgado),2010,70.0,Argentina,3.25,Unknown,Venezuela,0
Compania De Chocolate (Salgado),2008,80.0,Argentina,2.75,Trinitario,Venezuela,1
Compania De Chocolate (Salgado),2008,72.0,Argentina,3.25,Unknown,Bolivia,1
Compania De Chocolate (Salgado),2008,70.0,Argentina,3.75,Criollo,Venezuela,0
Compania De Chocolate (Salgado),2008,88.0,Argentina,2.75,Forastero (Nacional),Ecuador,1
Condor,2015,76.0,U.S.A.,3.5,Unknown,Ecuador,1
Confluence,2016,78.0,U.S.A.,2.75,Trinitario,Vietnam,1
Coppeneur,2013,65.0,Germany,3.25,Forastero (Nacional),Ecuador,0
Coppeneur,2012,85.0,Germany,3.5,Forastero,Ghana,1
Coppeneur,2012,100.0,Germany,1.5,Unknown,Ecuador,1
Coppeneur,2012,72.0,Germany,3.75,Forastero,Sao Tome & Principe,1
Coppeneur,2012,70.0,Germany,3.5,Trinitario,Madagascar,0
Coppeneur,2010,72.0,Germany,3.25,Trinitario,Grenada,1
Coppeneur,2010,70.0,Germany,3.0,Trinitario,Venezuela,0
Coppeneur,2010,72.0,Germany,2.5,Nacional,Ecuador,1
Coppeneur,2010,72.0,Germany,3.0,Trinitario,Trinidad,1
Coppeneur,2010,72.0,Germany,3.25,Trinitario,Jamaica,1
Coppeneur,2010,72.0,Germany,3.25,Criollo (Ocumare 61),Venezuela,1
Coppeneur,2009,72.0,Germany,3.0,Criollo,Peru,1
Coppeneur,2009,62.0,Germany,3.25,Criollo,Peru,0
Coppeneur,2009,70.0,Germany,3.5,"Criollo, Trinitario",Venezuela,0
Coppeneur,2009,70.0,Germany,3.75,"Criollo, Trinitario",Venezuela,0
Coppeneur,2008,72.0,Germany,3.0,Criollo,Mexico,1
Coppeneur,2008,72.0,Germany,3.0,Criollo (Porcelana),Venezuela,1
Coppeneur,2007,72.0,Germany,3.0,Trinitario,Madagascar,1
Cote D' Or (Kraft),2006,70.0,Belgium,1.0,Unknown,Unknown,0
Cravve,2014,70.0,Australia,2.5,Forastero,Papua New Guinea,0
Cravve,2014,83.0,Australia,2.75,Trinitario,Vanuatu,1
Cravve,2012,75.0,Australia,3.25,Forastero,Tanzania,1
Cravve,2012,65.0,Australia,3.25,Trinitario,Brazil,0
Cravve,2012,67.0,Australia,3.25,Trinitario,Fiji,0
Cravve,2012,64.0,Australia,3.25,Trinitario,Vanuatu,0
Cravve,2012,75.0,Australia,3.5,Forastero,Papua New Guinea,1
Creo,2016,85.0,U.S.A.,3.25,Forastero (Nacional),Ecuador,1
Creo,2016,73.0,U.S.A.,3.75,Forastero (Nacional),Ecuador,1
Daintree,2015,70.0,Australia,2.75,Unknown,Australia,0
Daintree,2011,70.0,Australia,3.25,Unknown,Australia,0
Dalloway,2017,72.0,U.S.A.,2.75,Unknown,Dominican Republic,1
Damson,2015,70.0,U.K.,3.0,Trinitario,Trinidad,0
Damson,2015,70.0,U.K.,3.5,Unknown,Ecuador,0
Damson,2015,70.0,U.K.,2.25,Unknown,Grenada,0
Damson,2015,70.0,U.K.,2.75,Unknown,Nicaragua,0
Dandelion,2016,70.0,U.S.A.,3.75,Unknown,Unknown,0
Dandelion,2015,70.0,U.S.A.,3.0,Trinitario,Belize,0
Dandelion,2014,70.0,U.S.A.,3.5,Trinitario,Belize,0
Dandelion,2014,70.0,U.S.A.,3.5,Unknown,Ecuador,0
Dandelion,2014,70.0,U.S.A.,2.75,Unknown,Liberia,0
Dandelion,2014,70.0,U.S.A.,3.75,Unknown,Dominican Republic,0
Dandelion,2013,70.0,U.S.A.,2.75,Unknown,Venezuela,0
Dandelion,2013,70.0,U.S.A.,3.25,Unknown,Venezuela,0
Dandelion,2013,70.0,U.S.A.,3.5,Unknown,Venezuela,0
Dandelion,2013,70.0,U.S.A.,3.5,Unknown,Papua New Guinea,0
Dandelion,2012,70.0,U.S.A.,3.0,Unknown,Costa Rica,0
Dandelion,2012,70.0,U.S.A.,3.25,Unknown,Colombia,0
Dandelion,2012,70.0,U.S.A.,3.75,Unknown,Dominican Republic,0
Dandelion,2011,70.0,U.S.A.,3.25,Unknown,Dominican Republic,0
Dandelion,2011,70.0,U.S.A.,3.25,Trinitario,Madagascar,0
Dandelion,2011,70.0,U.S.A.,3.25,Unknown,Tanzania,0
Danta,2014,82.0,Guatemala,3.25,Unknown,Guatemala,1
Danta,2012,75.0,Guatemala,3.0,Trinitario,Venezuela,1
Danta,2012,70.0,Guatemala,3.75,Unknown,Guatemala,0
Danta,2012,70.0,Guatemala,3.75,Trinitario,Madagascar,0
Danta,2012,70.0,Guatemala,4.0,Criollo,Guatemala,0
Danta,2012,70.0,Guatemala,3.25,Unknown,Guatemala,0
Danta,2011,60.0,Guatemala,3.5,Unknown,Guatemala,0
Danta,2009,75.0,Guatemala,3.0,Criollo,Guatemala,1
Danta,2009,60.0,Guatemala,3.25,Criollo,Guatemala,0
Dar,2016,72.0,U.S.A.,2.75,Unknown,Venezuela,1
Dar,2016,72.0,U.S.A.,3.0,Trinitario,Vietnam,1
Dar,2016,70.0,U.S.A.,3.25,Unknown,"Ecuador, Costa Rica",0
Dark Forest,2016,75.0,U.S.A.,3.25,Unknown,Bolivia,1
Dark Forest,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar,0
Dark Forest,2015,70.0,U.S.A.,3.25,Unknown,Venezuela,0
Dark Forest,2015,70.0,U.S.A.,3.0,Unknown,Tanzania,0
Dark Forest,2015,70.0,U.S.A.,3.25,Unknown,Ecuador,0
Davis,2013,70.0,U.S.A.,2.5,Forastero,Ghana,0
Davis,2013,70.0,U.S.A.,2.75,Unknown,Dominican Republic,0
Davis,2013,70.0,U.S.A.,2.75,Unknown,Venezuela,0
Davis,2012,58.0,U.S.A.,3.25,Forastero,West Africa,0
De Mendes,2015,72.0,Brazil,3.5,Unknown,Brazil,1
De Mendes,2015,65.0,Brazil,3.5,Unknown,Brazil,0
De Villiers,2016,70.0,South Africa,2.5,Forastero,Uganda,0
De Villiers,2016,70.0,South Africa,3.0,Unknown,Madagascar,0
Dean And Deluca (Belcolade),2007,66.0,U.S.A.,2.5,Trinitario,Madagascar,0
Dean And Deluca (Belcolade),2007,64.0,U.S.A.,3.0,Unknown,Costa Rica,0
Dean And Deluca (Belcolade),2007,71.0,U.S.A.,3.0,Unknown,Ecuador,1
Dean And Deluca (Belcolade),2007,60.0,U.S.A.,3.0,Forastero,Ghana,0
Dean And Deluca (Belcolade),2007,64.0,U.S.A.,3.0,Unknown,Papua New Guinea,0
Dean And Deluca (Belcolade),2007,64.0,U.S.A.,3.0,Unknown,Peru,0
Debauve & Gallais (Michel Cluizel),2009,64.0,France,3.0,Unknown,Papua New Guinea,0
Debauve & Gallais (Michel Cluizel),2008,66.0,France,3.75,Unknown,Venezuela,0
Desbarres,2016,72.0,Canada,2.5,Unknown,Tanzania,1
Devries,2008,80.0,U.S.A.,2.75,Unknown,Bolivia,1
Devries,2007,77.0,U.S.A.,3.5,Trinitario,Costa Rica,1
Devries,2007,77.0,U.S.A.,3.5,Unknown,Dominican Republic,1
Dick Taylor,2017,70.0,U.S.A.,3.75,Unknown,Guatemala,0
Dick Taylor,2016,78.0,U.S.A.,3.5,Trinitario,Vietnam,1
Dick Taylor,2015,70.0,U.S.A.,3.75,Unknown,Bolivia,0
Dick Taylor,2014,74.0,U.S.A.,3.5,Unknown,Dominican Republic,1
Dick Taylor,2013,70.0,U.S.A.,3.25,Unknown,Ecuador,0
Dick Taylor,2013,76.0,U.S.A.,3.5,Unknown,Ecuador,1
Dick Taylor,2012,75.0,U.S.A.,2.75,Unknown,Bolivia,1
Dick Taylor,2012,72.0,U.S.A.,2.75,Trinitario,Belize,1
Dick Taylor,2011,80.0,U.S.A.,2.75,Trinitario,Madagascar,1
Dick Taylor,2011,72.0,U.S.A.,3.0,Trinitario,Madagascar,1
Dick Taylor,2011,75.0,U.S.A.,2.75,Criollo,Venezuela,1
Dick Taylor,2011,74.0,U.S.A.,3.0,Unknown,Dominican Republic,1
Dick Taylor,2011,70.0,U.S.A.,3.25,Unknown,Ecuador,0
Doble & Bignall,2015,85.0,U.K.,3.0,Unknown,Venezuela,1
Doble & Bignall,2014,72.0,U.K.,3.25,Unknown,Panama,1
Doble & Bignall,2014,72.0,U.K.,3.25,Trinitario,Venezuela,1
Doble & Bignall,2014,72.0,U.K.,3.5,"Criollo, Trinitario",Nicaragua,1
Dole (Guittard),2009,70.0,U.S.A.,3.75,Unknown,Hawaii,0
Dolfin (Belcolade),2008,88.0,Belgium,3.0,Forastero,West Africa,1
Dolfin (Belcolade),2006,70.0,Belgium,1.5,Unknown,Unknown,0
Domori,2015,70.0,Italy,3.75,Unknown,Ecuador,0
Domori,2015,70.0,Italy,3.75,Criollo (Ocumare 77),Venezuela,0
Domori,2013,100.0,Italy,3.0,Criollo,Venezuela,1
Domori,2012,70.0,Italy,3.5,Unknown,Tanzania,0
Domori,2012,70.0,Italy,3.75,Criollo,Venezuela,0
Domori,2011,70.0,Italy,3.5,Criollo,Venezuela,0
Domori,2010,70.0,Italy,3.0,Trinitario,Venezuela,0
Domori,2008,70.0,Italy,3.0,Trinitario,Venezuela,0
Domori,2008,70.0,Italy,3.0,Unknown,Colombia,0
Domori,2008,78.0,Italy,3.5,Blend,Unknown,1
Domori,2008,70.0,Italy,3.75,Blend,Unknown,0
Domori,2007,70.0,Italy,4.0,Criollo (Porcelana),Venezuela,0
Domori,2007,75.0,Italy,3.25,Criollo (Ocumare 61),Venezuela,1
Domori,2007,60.0,Italy,3.25,Trinitario,Venezuela,0
Domori,2007,70.0,Italy,3.5,Trinitario,Madagascar,0
Domori,2007,70.0,Italy,3.5,Criollo,Madagascar,0
Domori,2007,70.0,Italy,3.75,Criollo,Indonesia,0
Domori,2007,70.0,Italy,4.0,Forastero (Arriba),Ecuador,0
Domori,2007,70.0,Italy,4.0,Criollo (Ocumare 67),Venezuela,0
Domori,2006,70.0,Italy,3.0,Trinitario,Venezuela,0
Domori,2006,70.0,Italy,3.25,Trinitario,Peru,0
Domori,2006,70.0,Italy,3.5,Trinitario,Venezuela,0
Dormouse,2016,75.0,U.K.,2.75,Trinitario,Grenada,1
Dormouse,2015,70.0,U.K.,2.5,Trinitario,Venezuela,0
Dormouse,2015,80.0,U.K.,2.75,"Criollo, Trinitario",Colombia,1
Dormouse,2015,77.0,U.K.,2.75,"Criollo, Trinitario",Madagascar,1
Duffy'S,2015,70.0,U.K.,4.0,Criollo,Guatemala,0
Duffy'S,2014,70.0,U.K.,3.5,Criollo,Nicaragua,0
Duffy'S,2014,76.0,U.K.,3.75,Criollo,Nicaragua,1
Duffy'S,2012,72.0,U.K.,3.75,Unknown,Venezuela,1
Duffy'S,2011,72.0,U.K.,3.75,Criollo,Honduras,1
Duffy'S,2011,65.0,U.K.,3.5,Unknown,Dominican Republic,0
Duffy'S,2011,72.0,U.K.,3.0,Unknown,Panama,1
Duffy'S,2011,71.0,U.K.,3.25,Criollo,Nicaragua,1
Duffy'S,2011,71.0,U.K.,3.5,Unknown,Venezuela,1
Duffy'S,2010,70.0,U.K.,3.5,Unknown,Panama,0
Duffy'S,2010,72.0,U.K.,3.75,Unknown,Ecuador,1
Duffy'S,2010,70.0,U.K.,2.5,Unknown,Ecuador,0
Duffy'S,2010,70.0,U.K.,3.75,Unknown,Peru,0
Dulcinea,2015,70.0,U.S.A.,3.25,Unknown,Dominican Republic,0
Durand,2012,82.0,France,2.75,Trinitario,Madagascar,1
Durci,2015,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0
Durci,2015,70.0,U.S.A.,3.5,Trinitario,Venezuela,0
Durci,2015,70.0,U.S.A.,3.25,Unknown,Domincan Republic,0
Durci,2015,70.0,U.S.A.,3.25,Trinitario,Venezuela,0
Durci,2015,70.0,U.S.A.,4.0,Unknown,Ecuador,0
East Van Roasters,2014,70.0,Canada,3.25,Unknown,Peru,0
East Van Roasters,2014,70.0,Canada,3.5,Trinitario,Madagascar,0
East Van Roasters,2014,70.0,Canada,3.75,Unknown,Dominican Republic,0
Eau De Rose,2016,70.0,Canada,3.25,Unknown,Colombia,0
Eau De Rose,2016,70.0,Canada,3.25,Unknown,Colombia,0
Eclat (Felchlin),2012,72.0,U.S.A.,2.75,Forastero (Nacional),Peru,1
Edelmond,2016,68.0,Germany,3.0,Criollo,Venezuela,0
El Ceibo,2011,75.0,Bolivia,3.75,Unknown,Bolivia,1
El Ceibo,2008,71.0,Bolivia,2.75,Unknown,Bolivia,1
El Rey,2015,70.0,Venezuela,3.75,Unknown,Venezuela,0
El Rey,2009,60.5,Venezuela,2.75,Trinitario,Venezuela,0
El Rey,2009,70.0,Venezuela,3.0,Trinitario,Venezuela,0
El Rey,2008,74.0,Venezuela,2.5,Criollo,Venezuela,1
El Rey,2008,58.0,Venezuela,2.5,Criollo,Venezuela,0
El Rey,2008,61.0,Venezuela,3.0,Criollo,Venezuela,0
El Rey,2006,70.0,Venezuela,2.75,Criollo,Venezuela,0
Emerald Estate,2013,60.0,St. Lucia,2.75,Unknown,St. Lucia,0
Emerald Estate,2013,70.0,St. Lucia,3.25,Unknown,St. Lucia,0
Emily'S,2015,79.0,Japan,3.0,Unknown,Venezuela,1
Emily'S,2015,78.0,Japan,3.5,Criollo,Peru,1
Enna,2016,75.0,U.S.A.,3.25,Unknown,Honduras,1
Enric Rovira (Claudio Corallo),2010,80.0,Spain,3.25,Forastero,Sao Tome & Principe,1
Erithaj (A. Morin),2014,70.0,France,3.25,Trinitario,Vietnam,0
Erithaj (A. Morin),2014,80.0,France,3.0,Trinitario,Vietnam,1
Erithaj (A. Morin),2014,74.0,France,3.25,Trinitario,Vietnam,1
Escazu,2012,70.0,U.S.A.,2.75,Trinitario,Venezuela,0
Escazu,2009,65.0,U.S.A.,2.0,Unknown,Costa Rica,0
Escazu,2009,81.0,U.S.A.,3.5,Criollo,Venezuela,1
Escazu,2009,74.0,U.S.A.,2.75,Unknown,"Cost Rica, Ven",1
Escazu,2008,72.0,U.S.A.,3.0,Criollo,Venezuela,1
Ethel'S Artisan (Mars),2011,55.0,U.S.A.,2.5,Unknown,"Peru, Madagascar",0
Ethel'S Artisan (Mars),2011,55.0,U.S.A.,2.5,Trinitario,Trinidad,0
Ethel'S Artisan (Mars),2011,70.0,U.S.A.,2.5,Criollo (Porcelana),Venezuela,0
Ethel'S Artisan (Mars),2011,62.0,U.S.A.,2.75,Unknown,Unknown,0
Ethel'S Artisan (Mars),2011,62.0,U.S.A.,2.5,Unknown,"Venezuela, Trinidad",0
Ethereal,2014,80.0,U.S.A.,3.0,Trinitario,Belize,1
Ethereal,2014,80.0,U.S.A.,3.5,Unknown,Ecuador,1
Ethereal,2014,80.0,U.S.A.,3.75,Unknown,Dominican Republic,1
Fearless (Amma),2010,75.0,U.S.A.,2.75,Unknown,Brazil,1
Feitoria Cacao,2016,76.0,Portugal,3.0,Unknown,Jamaica,1
Feitoria Cacao,2016,76.0,Portugal,2.5,Unknown,Venezuela,1
Feitoria Cacao,2016,76.0,Portugal,2.75,Trinitario,Belize,1
Felchlin,2010,58.0,Switzerland,3.5,Trinitario,Grenada,0
Felchlin,2006,62.0,Switzerland,2.0,Unknown,Unknown,0
Felchlin,2006,74.0,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic,1
Felchlin,2006,64.0,Switzerland,3.0,Criollo,Madagascar,0
Felchlin,2006,65.0,Switzerland,3.0,Criollo,Venezuela,0
Felchlin,2006,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador,1
Felchlin,2006,68.0,Switzerland,4.0,Criollo (Wild),Bolivia,0
Finca,2014,65.0,U.S.A.,2.25,Unknown,Puerto Rico,0
Finca,2014,80.0,U.S.A.,3.0,Unknown,Dominican Republic,1
Finca,2014,70.0,U.S.A.,3.25,Unknown,Dominican Republic,0
Finca,2014,85.0,U.S.A.,2.5,Unknown,Dominican Republic,1
Forever Cacao,2014,72.0,U.K.,2.75,Criollo,Peru,1
Forteza (Cortes),2016,70.0,Puerto Rico,2.75,Unknown,Domincan Republic,0
Forteza (Cortes),2016,80.0,Puerto Rico,2.75,Unknown,Domincan Republic,1
Fossa,2016,70.0,Singapore,2.75,Unknown,Madagascar,0
Fossa,2016,75.0,Singapore,3.5,Unknown,Ecuador,1
Fossa,2016,67.0,Singapore,3.75,Trinitario,Tanzania,0
Franceschi,2014,70.0,Venezuela,3.5,Unknown,Venezuela,0
Franceschi,2014,70.0,Venezuela,3.75,Unknown,Venezuela,0
Franceschi,2012,70.0,Venezuela,3.75,Unknown,Venezuela,0
Franceschi,2012,60.0,Venezuela,3.5,Unknown,Venezuela,0
Frederic Blondeel,2015,70.0,Belgium,3.5,Unknown,Costa Rica,0
Frederic Blondeel,2015,75.0,Belgium,3.5,Unknown,Peru,1
Frederic Blondeel,2015,80.0,Belgium,3.0,Trinitario,Vietnam,1
Frederic Blondeel,2014,60.0,Belgium,3.5,Forastero,Ghana,0
Frederic Blondeel,2014,65.0,Belgium,3.5,Trinitario,Madagascar,0
French Broad,2017,70.0,U.S.A.,3.5,Unknown,Peru,0
French Broad,2015,73.0,U.S.A.,3.5,Unknown,Guatemala,1
French Broad,2014,80.0,U.S.A.,3.0,Unknown,Costa Rica,1
French Broad,2014,68.0,U.S.A.,3.25,Unknown,Nicaragua,0
French Broad,2013,66.0,U.S.A.,3.5,Unknown,Peru,0
French Broad,2012,70.0,U.S.A.,2.5,Criollo,Peru,0
French Broad,2012,61.0,U.S.A.,3.5,Unknown,Peru,0
French Broad,2012,81.0,U.S.A.,2.0,Unknown,Peru,1
French Broad,2011,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0
French Broad,2011,65.0,U.S.A.,3.5,Unknown,Dominican Republic,0
Fresco,2014,70.0,U.S.A.,3.0,Forastero (Nacional),Peru,0
Fresco,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0
Fresco,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0
Fresco,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru,0
Fresco,2013,72.0,U.S.A.,3.25,Unknown,Dominican Republic,1
Fresco,2013,72.0,U.S.A.,3.75,Unknown,Dominican Republic,1
Fresco,2013,70.0,U.S.A.,3.75,Unknown,Peru,0
Fresco,2013,70.0,U.S.A.,4.0,Trinitario,Peru,0
Fresco,2012,69.0,U.S.A.,3.5,Unknown,Papua New Guinea,0
Fresco,2012,69.0,U.S.A.,3.5,Unknown,Papua New Guinea,0
Fresco,2012,74.0,U.S.A.,4.0,Trinitario,Madagascar,1
Fresco,2012,69.0,U.S.A.,4.0,Trinitario,Papua New Guinea,0
Fresco,2012,69.0,U.S.A.,3.0,Trinitario,Papua New Guinea,0
Fresco,2011,74.0,U.S.A.,2.75,Forastero,Ghana,1
Fresco,2011,70.0,U.S.A.,3.25,Trinitario,Jamaica,0
Fresco,2011,72.0,U.S.A.,3.5,Unknown,Dominican Republic,1
Fresco,2011,70.0,U.S.A.,3.5,Trinitario,Jamaica,0
Fresco,2011,74.0,U.S.A.,2.75,Trinitario,Madagascar,1
Fresco,2011,72.0,U.S.A.,3.25,Unknown,Dominican Republic,1
Fresco,2011,74.0,U.S.A.,3.0,Trinitario,Madagascar,1
Fresco,2011,76.0,U.S.A.,3.25,Trinitario,Venezuela,1
Fresco,2011,70.0,U.S.A.,4.0,Trinitario,Venezuela,0
Fresco,2009,80.0,U.S.A.,2.75,Trinitario,Jamaica,1
Fresco,2009,70.0,U.S.A.,3.0,Trinitario,Jamaica,0
Fresco,2009,70.0,U.S.A.,3.25,Trinitario,Jamaica,0
Fresco,2009,65.0,U.S.A.,3.5,Criollo,Venezuela,0
Friis Holm,2016,70.0,Denmark,3.5,Unknown,Nicaragua,0
Friis Holm (Bonnat),2015,60.0,Denmark,3.0,Unknown,Nicaragua,0
Friis Holm (Bonnat),2015,85.0,Denmark,3.25,Unknown,Nicaragua,1
Friis Holm (Bonnat),2014,70.0,Denmark,3.5,Unknown,Nicaragua,0
Friis Holm (Bonnat),2013,70.0,Denmark,3.25,Unknown,Nicaragua,0
Friis Holm (Bonnat),2013,70.0,Denmark,3.5,Unknown,Nicaragua,0
Friis Holm (Bonnat),2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,0
Friis Holm (Bonnat),2012,70.0,Denmark,3.25,"Criollo, Trinitario",Honduras,0
Friis Holm (Bonnat),2012,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,0
Friis Holm (Bonnat),2012,70.0,Denmark,3.75,Unknown,Nicaragua,0
Friis Holm (Bonnat),2011,70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua,0
Friis Holm (Bonnat),2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,0
Friis Holm (Bonnat),2011,70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua,0
Fruition,2016,74.0,U.S.A.,3.75,Beniano,Bolivia,1
Fruition,2016,74.0,U.S.A.,4.0,Amazon Mix,Costa Rica,1
Fruition,2014,70.0,U.S.A.,3.75,Trinitario,Trinidad,0
Fruition,2014,76.0,U.S.A.,3.0,Forastero (Nacional),Peru,1
Fruition,2013,70.0,U.S.A.,3.75,Unknown,Dominican Republic,0
Fruition,2013,75.0,U.S.A.,3.0,Unknown,Ecuador,1
Fruition,2012,70.0,U.S.A.,2.5,Unknown,Peru,0
Fruition,2011,66.0,U.S.A.,3.25,Trinitario,Costa Rica,0
Fruition,2011,70.0,U.S.A.,3.0,Unknown,Costa Rica,0
Garden Island,2014,85.0,U.S.A.,2.5,Blend,Hawaii,1
Georgia Ramon,2015,65.0,Germany,3.25,Trinitario,Madagascar,0
Georgia Ramon,2015,70.0,Germany,4.0,Forastero,Ghana,0
Georgia Ramon,2015,70.0,Germany,3.5,Trinitario,Domincan Republic,0
Georgia Ramon,2015,80.0,Germany,3.5,Trinitario,Domincan Republic,1
Georgia Ramon,2015,75.0,Germany,3.5,Trinitario,Madagascar,1
Glennmade,2016,70.0,U.S.A.,3.5,Unknown,Belize,0
